k a,Compile error on source with template template parameters,98902,"In previous versions of VectorCAST Cover, when the Coverage option ""Instrument templateinstantiations"" was set to True, instrumenting source with a template function which takes atemplate type parameter would result in invalid syntax in the instrumented source, causing acompile error when compiling the instrumented sources. This problem has been fixed in VectorCASTversion 2023 SP2.",Correction in newer version (release notes),No Risk. This is a compile error easily detected.,No Risk,
k a,Instrumentation error on source with generic lambdas,98949,"In previous versions of VectorCAST/C++ and VectorCAST Cover, an instrumentation failureoccurred on source code containing a generic lambda whose last parameter is not generic and withcoverage option ""Instrument template instantiations"" set to True. This problem has been fixed inVectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. This is an instrumentation failure which is an obvious build blocker.,No Risk,
k a,'Insert MC/DC Test Cases' is disabled when SFP is set,98962,"Previously, VectorCAST/C++ incorrectly dimmed the menu item used to insert MC/DC Test Caseswhen the Coverage option Source File Perspective (SFP) was set and the unit test environment wasinstrumented for MC/DC coverage or Statement+MC/DC coverage. VectorCAST version 2023 SP2correctly enables this menu item.",Correction in newer version (release notes),No Risk. This is a usability bug in the GUI where a menu item is incorrectly disabled.,No Risk,
k a,"Missing coverage on function pointer calls when using the Coverage configuration option ""Instrument for function call coverage""",98963,"Previously, VectorCAST/C++ and VectorCAST Cover environments were missing Function Call coverage on function pointer calls and member function calls when the Coverage configuration option VCAST_ENABLE_FUNCTION_CALL_COVERAGE was set to True. However, the coverage was correct when the environment was instrumented for Function + Function Call coverage. Beginning with VectorCAST version 2023 SP2, instrumenting either way provides the same coverage.",Correction in newer version (release notes),"No Risk. This bug leads to missing coverage for function pointer calls which is a silent failure. A developer might assume the code is covered when it is not, compromising the completeness of the coverage report and regulatory compliance.",No Risk,
k a,TDD environment incorrectly tries to test abstract class constructor,98994,"Previously, VectorCAST/C++ treated an abstract base class constructor as testable in a Test-DrivenDevelopment (TDD) environment where an agile source UUT defined a class inheriting from anabstract base class defined in a separate header file, leading to a compile error in the test harness.This issue has been resolved in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. This bug causes a compile error easily detected.,No Risk,
k a,Function is not testable when parameter is a typedef const struct pointer array,99011,"Previously, VectorCAST/C++ incorrectly considered functions with typedef const struct arrayparameters to be untestable. This has been fixed in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. If a function is marked as untestable when it should be testable this would be easily detected and the function could be tested using another approach.,No Risk,
k a,Link error with static template functions used in multiple units,99014,"Previously, VectorCAST/C++ generated duplicate Stub-by-Function (SBF) template code for staticfunction template instantiations that were referenced in multiple units, leading to link errors in the test harness. This problem has been fixed in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. This is a linker error easily detected.,No Risk,
k a,Error generating Aggregate Coverage report in VectorCAST Project with SFP set,99027,"In previous versions of VectorCAST Project, an error occurred when creating an AggregateCoverage report with the option ""Source File Perspective"" (SFP) set to True on a source fileinstrumented differently across environments for some coverage combinations. This issue has beenresolved in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. This bug causes an obvious report generation error easily detected by a developer.,No Risk,
k a,Parser stack overflow with some template-heavy translation units,99046,"Previous versions of VectorCAST/C++ could fail to parse some translation units with heavy usage oftemplates, resulting in a stack overflow of the parser subprocess. This problem is fixed inVectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. This is a parser crash which is an obvious build blocker.,No Risk,
k a,Compile error when instrumenting for S+M+FC,99050,"In previous versions of VectorCAST, instrumenting a constexpr C++ function call which returned areference with Statement+MC/DC+Function Call coverage resulted in syntax errors in theinstrumented source file, causing compile errors in the C++ unit test harness or instrumentedexecutable. This problem has been fixed in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. This is a compile error easily detected.,No Risk,
k a,Movable class with member template treated as non-capturable return type in test harness,99068,"Starting with VectorCAST version 2022 SP6, VectorCAST/C++ incorrectly determined that certain template instantiations would form a void reference, and as a result, VectorCAST failed to generate correct type handling code for these instantiations in the test harness, causing test execution failures. This issue has been fixed in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk - the execution failure is easily recognized and consequent actions could be taken into account.,No Risk,
k a,"Missing test script import error when TEST.VALUE or TEST.EXPECTED line is missing "":<value>"" at end",99162,"Previously, VectorCAST/C++ and VectorCAST/Ada did not report an error when importing a test script containing a TEST.VALUE or TEST.EXPECTED line missing the "":<value>"" portion at the end. With VectorCAST version 2023 SP2, an error is reported.",Correction in newer version (release notes),"Risk Exists. This is a critical bug. The tool silently accepted malformed test scripts without reporting errors, potentially leading to tests running with missing or incorrect expected values. This is a silent failure that could cause false positives or negatives in test results.",Risk exists,
k a,Coverage on #included files missing when using vcwrap workflow,99251,"Previously, when using the vcwrap workflow, source files #included by units in the Cover environment did not have instrumentation unless they were explicitly instrumented. This problem has been fixed in VectorCAST version 2023 SP2.",Correction in newer version (release notes),No Risk. Missing coverage for included files - this is easily detectable false positive.,No Risk,
k a,MC/DC coverage incorrect on source code with lambda when MC/DC optimization is off,92223,"Previously, VectorCAST/C++ and VectorCAST Cover displayed incorrect coverage results for source code with lambda functions inside other functions when Statement+MC/DC or MC/DC coverage was used and the configuration option VCAST_USE_OPTIMIZED_MCDC_INSTRUMENTATION was set to False. This problem has been resolved in VectorCAST version 2023 SP1.",Correction in newer version (release notes),"Risk Exists. Incorrect MC/DC coverage results is a critical silent failure. The tool would misreport coverage metrics, potentially showing code as covered when it's not (or vice versa). This directly compromises safety-critical testing requirements.",Risk exists,
k a,Test case import does not report an error when a non-user code value is given for an array containing an unsupported type,96911,"Previously, VectorCAST/C++ did not report an error when importing a test script that set a non-user code value for an array containing an unsupported type. This problem has been resolved in VectorCAST version 2023 SP1. You must rebuild any existing environment for the change to take effect.",Correction in newer version (release notes),"Potential Risk. The tool silently accepted invalid test data for unsupported array types, which could lead to undefined behavior during test execution or incorrect test results.",Risk exists,
k a,Unsupported array type incorrectly stored as an unconstrained array using parallel processing,98687,"Previously, when using parallel processing, VectorCAST/C++ incorrectly generated range data for unsupported constrained array types, causing such types to be treated as unconstrained arrays. This problem has been fixed in VectorCAST version 2023 SP1.",Correction in newer version (release notes),Potential Risk. Treating constrained arrays as unconstrained could lead to out-of-bounds access during testing or incorrect test behavior that might not be immediately obvious.,Risk exists,
k a,Coverage does not merge properly when used on more than one line vs one line,98866,"Previously, when using the vcwrap workflow to create two executables whose MC/DC or branch coverage results would be applied to a source file having a single constant expression on the same line as the function definition and the other source file having a typical expression, the coverage results did not merge together properly. This problem has been corrected in VectorCAST version 2022 SP11 and VectorCAST version 2023 SP1.",Correction in newer version (release notes),No Risk - coverage information might miss which is easily detected false positive.,No Risk,
k a,Coverable items from different translation units do not merge correctly in certain situations,98939,"Previously, when blending coverage data from two different translation units for a coverable item, in rare circumstances, coverage that should have merged did not merge as expected. This problem has been corrected in VectorCAST version 2022 SP11 and VectorCAST version 2023 SP1.",Correction in newer version (release notes),"No Risk - in rare circumstances, coverage information might miss which is easily detected false positive.",No Risk,
k a,Include template parameters on export with VCAST_SCRIPT_ALWAYS_USES_PARAMS,96976,"Previously, VectorCAST/C++ left out template parameters that were only specialized once when the configuration option ""Test scripts always use function parameters"" (VCAST_SCRIPT_ALWAYS_USES_PARAMS) was set to True. This problem has been fixed in VectorCAST version 2023.",Correction in newer version (release notes),No Risk. It concerns only test script exports.,No Risk,
k a,Standard execution results report includes 'Compound Only' test cases,97647,"Previously, VectorCAST incorrectly included compound-only test case results in the Execution Results report. This problem has been resolved in VectorCAST version 2023.",Correction in newer version (release notes),No Risk - this is easily detected.,No Risk,
k a,Ada stubs cannot raise some custom exception types with multi-unit whitebox enabled,53749,"In previous versions of VectorCAST/Ada with multi-unit whitebox enabled, stubs could not raise an exception of a type defined in the UUT calling that stub. This problem is fixed in VectorCAST version 2023 SP4.",Correction in newer version (release notes),"No Risk. This limitation would be detected during test development when attempting to configure exception raising in stubs, leading to compilation or execution errors.",No Risk,
k a,Execution order of Test Case and Parameter User Code is inconsistent,94903,"In previous versions of VectorCAST/C++, the order of execution of test-specific user code could vary depending on whether the user code was inserted for a single test versus inserted for all tests at once. In VectorCAST version 2023 SP5, the execution order matches in both scenarios.",Correction in newer version (release notes),"Risk Exists. Inconsistent execution order of user code is a critical bug that could lead to different test behavior depending on how the code was inserted. Tests might pass in one scenario but fail in another, or produce different results silently. This compromises test reproducibility and reliability.",Risk exists,
k a,Support coverage on header files included with relative paths when using vcwrap workflow,98826,"Previously, when using the vcwrap workflow with a Cover environment and the VectorCAST coverage option ""VCAST_COVERAGE_FOR_HEADERS"" set to True, if the compile command used relative search paths to include the directories containing the header files, the header files would not be instrumented for coverage. This problem has been fixed in VectorCAST version 2023 SP4.",Correction in newer version (release notes),"No Risk - this is easily notified during test development. Also, vcwrap workflow is not used.",No Risk,
k a,Parse error with type of expression comparing vector types,98489,"Previously, VectorCAST/C++ incorrectly returned the parse error ""return value type does not match the function type"" for some C source code containing comparisons of vector types. This problem has been resolved in VectorCAST version 2022 SP11.",Correction in newer version (release notes),No Risk. This is a parse error that is easily detected during build time and prevents environment creation.,No Risk,
k a,Compile error for overloaded operator functions and user-defined literal functions,98588,"Previously, VectorCAST/C++ generated #undef statements for overloaded operator functions and user-defined literal functions with incorrect syntax in the test harness, causing a compilation error with some compilers. This problem has been resolved in VectorCAST version 2022 SP11.",Correction in newer version (release notes),No Risk. This is a compile error that is easily detected and prevents test harness compilation.,No Risk,
k a,VectorCAST executables fail to start on some Windows machines,98764,"In versions of VectorCAST since 2022 SP6, some or all VectorCAST executables would fail to start on some Windows machines due to an error in an included DLL. This problem is fixed in VectorCAST version 2022 SP11.",Correction in newer version (release notes),No Risk. This is a startup failure that is immediately obvious to users and prevents tool usage entirely.,No Risk,
k a,VectorCAST doesn't parse named anonymous structures in mingw mode,89417,"Previously, VectorCAST incorrectly returned the error ""struct... has no field"" for anonymous structs nested in other structs when parsing MinGW code. This problem has been resolved in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a parse error that is easily detected during environment build and prevents compilation.,No Risk,
k a,Test settings dialog cannot compile file in path with a space,97930,"In previous versions of VectorCAST/C++, the Test Settings dialog failed to compile files whose directory path contained a space. In addition, the test compile performed automatically after preprocess or parse errors during environment build also failed to quote the file being test compiled. These problems are fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected during environment build. The developer would immediately see the error message and can work around it by using paths without spaces.,No Risk,
k a,Compile error on instrumented file when instrumenting structured binding for function call coverage,97974,"In previous versions of VectorCAST, instrumenting a C++17 source file with a structured binding to a container class when Function Call coverage was enabled in the environment resulted in syntax errors in the instrumented source file, causing compile errors in the test harness or instrumented executable. This problem has been fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),"No Risk. This is a compile error which is easily detected during build. The syntax errors would prevent the test harness from compiling, making this an obvious blocker.",No Risk,
k a,Automatic Parser Configuration dialog does not expand environment variables,98059,"In previous versions of VectorCAST/C++, the Automatic Parser Configuration dialog did not expand environment variables used in compile or preprocess commands, leading to errors when attempting to detect language settings. The Automatic Parser Configuration dialog is accessed by clicking the ""Generate Flags..."" button located on the Options dialog, C/C++ tab, Language sub-tab. This problem is fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a configuration error which is easily detected when attempting to generate parser flags. The error would be immediately visible to the developer.,No Risk,
k a,VCProjectApi exception occurs when cover.db is missing and SFP is enabled,98173,"Previously, VectorCAST Projects returned a python traceback error when trying to instantiate a vector.apps.DataAPI.vcproject_api.VCProjectApi when the VCAST_COVERAGE_SOURCE_FILE_PERSPECTIVE option was set to true. This issue has been resolved in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a Python traceback error which is easily detected when using the API. The error is obvious and would prevent the API call from succeeding.,No Risk,
k a,Unit test environment corruption when environment open and tooltip displayed for a monitored unit test environment,98393,"Previously, VectorCAST Project could corrupt the information in an open unit test environment if the tooltip for a separate monitored unit test environment was displayed. The corruption could cause problems such as having the subprograms not show up in the test case tree the next time the environment was opened. This problem has been resolved in VectorCAST version 2022 SP10.",Correction in newer version (release notes),"Potential Risk. This bug could silently corrupt the test environment data structure. While the missing subprograms would be noticed when reopening the environment, the corruption happens silently and could potentially affect test execution or results before being detected.",Risk exists,
k a,Environment build error when source code contains a typedefed anonymous enum,98536,"In previous versions of VectorCAST/C++, an anonymous enum declaration in C files could cause the unit test environment builder to insert an invalid #undef statement in the generated harness, leading to a compile error. This problem is fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected during harness compilation. The invalid #undef statement would cause an obvious build failure.,No Risk,
k a,Crash when removing files from Coverage environment,98551,Previous versions of VectorCAST Cover could crash when a source file was removed from the environment in certain circumstances. This problem has been fixed in VectorCAST version 2022 SP10.,Correction in newer version (release notes),No Risk. This is a crash which is easily detected by the developer. The crash would be obvious and would not result in any silent failures or incorrect test results.,No Risk,
k a,Environment builder crash when using parallel processing,98648,"Previously, when using parallel processing, VectorCAST/C++ would occasionally crash when building an environment whose source code contained self-referencing types. This issue has been fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a crash during environment build which is easily detected. The crash would prevent the environment from being built successfully.,No Risk,
k a,"Compilation error in member initializer with ""Instrument template instantiations"" set",98649,"In previous versions of VectorCAST, instrumenting source code with a function call or lambda in a member initializer list of a template constructor would write a ""using"" type defined in the body of the constructor when the option ""Instrument template instantiations"" was set to True, causing compilation errors in the instrumented file. This problem has been fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This is a compilation error which is easily detected during build. The compilation errors would prevent the instrumented code from compiling successfully.,No Risk,
k a,Error instrumenting Template Instantiation Coverage for a namespace scoped non-template function which contains a generic lambda,98673,"In previous versions of VectorCAST, instrumenting a namespace scoped non-template function which contains a generic lambda with Template Instantiation Coverage is enabled resulted in a syntax error in the instrumented file. This has been corrected in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This bug causes a syntax error in the instrumented file which would be immediately detected during compilation. It prevents the build from completing rather than producing incorrect test results.,No Risk,
k a,"Compilation error with auto reference parameters with ""Instrument template instantiations"" set",98746,"In previous versions of VectorCAST, instrumenting source code with generic lambdas with auto reference parameters would result in instrumentation errors when the option ""Instrument template instantiations"" was set to True, causing compilation errors in the instrumented file. This problem has been fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This bug causes compilation errors that are immediately detected and prevent the build from completing. It does not silently affect test integrity.,No Risk,
k a,"Compilation error when member function definition outside of template class with ""Instrument template instantiations"" set",98747,"In previous versions of VectorCAST, instrumenting source code containing a member function definition outside of that function's template class definition would result in instrumentation errors when the option ""Instrument template instantiations"" was set to True, causing compilation errors in the instrumented file. This problem has been fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This causes compilation errors that are immediately detected during build. The issue is obvious and prevents completion rather than causing silent failures.,No Risk,
k a,"Compilation error with variadic non-type parameters with ""Instrument template instantiations"" set",98756,"In previous versions of VectorCAST, instrumenting source code with a template function taking variadic non-type parameters would result in instrumentation errors when the option ""Instrument template instantiations"" was set to True, causing compilation errors in the instrumented file. This problem has been fixed in VectorCAST version 2022 SP10.",Correction in newer version (release notes),No Risk. This results in compilation errors that are immediately detected and block the build process. It does not produce incorrect test results.,No Risk,
k a,TEST.REPLACE fails to delete compound results correctly if replaced slot is other than first,91166,"In previous versions of VectorCAST/C++ and VectorCAST/Ada, when importing a test script that replaces an existing test, VectorCAST did not correctly delete the execution data for compound tests containing the replaced test if the test was in a slot other than the first slot. Starting with VectorCAST version 2022 SP9, test results are correctly removed for any compound that uses the test, regardless of the slot.",Correction in newer version (release notes),No Risk. Compound tests are not used.,No Risk,
k a,"Tasking TriCore keywords __indirect, __trap, and __trap_fast not recognized",91729,"Previously, VectorCAST/C++ gave errors when parsing Tasking TriCode code containing the keywords __indirect, __trap, and __trap_fast. This problem has been resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a parsing error that would be immediately detected during environment build. It prevents completion rather than producing incorrect results.,No Risk,
k a,Volatile qualifier for stub return is dropped for C environments,92995,"Previously, when using C99 with the Tasking compiler, VectorCAST/C++ incorrectly elided the ""volatile"" qualifier when generating stubs with a volatile return type, causing compile errors in the test harness. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),"No Risk. While dropping volatile qualifiers could theoretically affect behavior, this bug causes compile errors that are immediately detected, preventing any runtime issues.",No Risk,
k a,Environment builder incorrectly stubs function that is alias of existing definition,93210,"Previously, VectorCAST/C++ attempted to stub functions that were declared with the GNU 'alias' attribute, causing compile errors in the test harness if the aliased symbol was already defined. This issue has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This causes compile errors in the test harness that are immediately detected during build. It does not produce incorrect test results.,No Risk,
k a,Binary literals with Diab v5.9.7.0 cause parsing errors,93488,"Previously, VectorCAST failed to parse source code containing binary literals when in Diab compiler mode. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a parsing error that prevents environment creation. It is immediately detected and does not affect test integrity.,No Risk,
k a,Test harness should not call implicitly deleted union constructor,93889,"Previously, VectorCAST/C++ called implicitly deleted union constructors in the test harness, causing a compile error. This problem has been resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would prevent the build from completing. The developer would be immediately aware of the issue.,No Risk,
k a,"Unable to use ""execute run"" in commands file after the first command",93932,"In previous versions of VectorCAST, the ""clicast tools execute_commands"" command could fail if the given commands file specified a command (such as ""execute run"") that used a -u argument and that command was not the first command in the file. This problem has been resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a command execution failure that would be immediately obvious to the user running the commands.,No Risk,
k a,Parse error in user globals user code should abort environment build,94104,"Previously, VectorCAST/C++ failed to terminate an environment build when encountering a parse error in User Globals. This problem is resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),"No Risk. The fix ensures that parse errors properly abort the build, making errors more visible rather than less visible.",No Risk,
k a,Parse error for case statement with implicit use of 'this' pointer to access static const member,95497,"Previously, VectorCAST/C++ incorrectly returned the error ""this"" cannot be used in a constant expression for some uses of the this pointer to access a static const member. This problem has been resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a parse error that would prevent environment build and is easily detected.,No Risk,
k a,Ada harness compile error for some string access types,96912,"Previous versions of VectorCAST/Ada could generate faulty test harness code for an access to a string type, primarily seen with types in the xmlada library. This problem is fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a compile error that would be easily detected and prevent the build from completing.,No Risk,
k a,"Incorrect coverage for lambdas in template functions with ""Instrument template instantiations"" set",97068,"In previous versions of VectorCAST, generic lambdas and lambdas within template functions did not differentiate between different instantiations in coverage reports when the Coverage option ""Instrument template instantiations"" was enabled. To prevent incorrect coverage reporting with the ""Instrument template instantiations"" option enabled, instrumentation of lambdas in template functions was disabled in VectorCAST version 2022 SP5, but this functionality is supported starting in VectorCAST version 2022 SP9.",Correction in newer version (release notes),Risk Exists. This bug could lead to incorrect coverage metrics for template instantiations with lambdas. The impact depends on whether such constructs are used in the medical device code.,Risk exists,
k a,Aggregate Coverage Report in SFP shows uncovered pairs in header file even though covered,97506,"Previously, the MC/DC Condition Tables in the Aggregate Coverage Report displayed covered pairs as uncovered while in ""Source File Perspective"" (SFP) mode. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk - SFP mode is not used.,No Risk,
k a,Setting User Params User Code in GUI deletes base directory information from environment,97719,"Previously, saving User Params User Code in the VectorCAST/C++ Parameter Tree deleted base directory information from the environment, causing any regression scripts subsequently created to omit the setting of the base directory environment variables. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a usability bug. The issue causes missing configuration in regression scripts which would result in an obvious build failure when the script is executed.,No Risk,
k a,Crash when deleting imported coverage results,97727,"Previously, VectorCAST/C++ crashed when the user deleted Imported Coverage Results in a unit test environment with a search directory that involved a symlink. This problem has been resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a GUI crash which is an easily detected usability bug that does not affect test correctness.,No Risk,
k a,Computing dependencies on a unit that does not compile shows wrong error message,97746,"In previous versions of VectorCAST/C++, clicking ""Show Dependency View"" in the C++ unit test environment wizard would show an incorrect error message for units that failed to compile. In addition, attempting to repeat the action would cause VectorCAST to stop responding. These problems are fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a usability bug. A misleading error message for a unit that fails to compile is still an obvious build blocker.,No Risk,
k a,Compile error on instrumented file with lambda function defined in constructor initialization section,97920,"In previous versions of VectorCAST, instrumenting MC/DC on source code with lambdas within member initializers would sometimes cause the instrumented file to have a syntax error, resulting in compile errors in the instrumented test harness or the instrumented executable. This issue has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a compile error easily detected.,No Risk,
k a,Generated call to inherited default constructor that is deleted,97928,"Previously, when a unit used a class that inherited a deleted default constructor, VectorCAST/C++ would incorrectly generate harness code that would not compile. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a compile error easily detected.,No Risk,
k a,Fail to rebuild environment after making changes in options dialog to Current Environment Directories option,98095,"Previously, using VectorCAST/C++ and going to Tools -> Options, C/C++ tab, Current Environment Directories, editing the directories and selecting Apply or OK deleted base directory information from the environment, causing an environment rebuild to fail if the current environment directories contained any base directories. Also, if a directory was added, and the environment was closed and reopened, the directory no longer appeared in the Current Environment Directories list. These problems have been resolved in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This bug causes an obvious environment rebuild failure easily detected by a developer.,No Risk,
k a,Generic template stub generates ambiguous call,98131,"Previously, when stubbing a function template that shadowed another function template at a different scope, VectorCAST/C++ generated an ambiguous call to the underlying function in the stub, causing compile errors in the test harness. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would block the build.,No Risk,
k a,Deleted inherited constructor used in concrete class generation,98177,"Previously, VectorCAST/C++ incorrectly generated concrete classes with inherited constructors that were deleted in the base class, causing compile errors in the test harness. This problem has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This is a compile error easily detected and would block the build.,No Risk,
k a,vcast::move is not defined for stubs in non-stubbed units,98224,"Previously, when generating stub code in stubbed and not-stubbed units requiring move semantics, VectorCAST generated code that did not compile. This issue has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This bug causes a compile error which is easily detected and would block the build.,No Risk,
k a,MC/DC Table Report in SFP showing pair was satisfied by analysis instead of by execution,98285,"Previously, the MC/DC Equivalence Tables report generated in C/C++ Coverage environment in Source File Perspective (SFP) incorrectly stated that a pair was covered by analysis (CBA) when in fact test execution results covered the pair with CBA also contributing. VectorCAST version 2022 SP9 corrects this problem.",Correction in newer version (release notes),No Risk - SFP and CBA options are not used.,No Risk,
k a,Test script import errors when using parallel processing,98340,"Previously, when using parallel processing, VectorCAST/C++ did not permit the user to correctly test const reference parameters even though the configuration ""Ignore type qualifiers for testable objects"" (VCAST_TI_IGNORE_QUALIFIERS) was set to True, causing test script import errors. This issue has been fixed in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk. This bug causes a test script import error which is an easily detected blocker.,No Risk,
k a,MC/DC Equivalence Tables sometimes missing row pair information in SFP,98352,"Previously, VectorCAST Cover generated the MC/DC Equivalence Tables in the Aggregate Coverage report with some missing information about row pairs when in Source File Perspective (SFP). This problem has been corrected in VectorCAST version 2022 SP9.",Correction in newer version (release notes),No Risk - SFP is not used.,No Risk,
k a,"#undef every identifier used in generated harness code (TIs, driver, data_if ...)",23950,"Previously, VectorCAST/C++ test harness code caused compile errors when identifiers such as testable function and class names were used in macros in the source code. This problem has been resolved in VectorCAST version 2022 SP8.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would block the build.,No Risk,
k a,Parse error when passing Diab '__ev64_s32__' type to function taking an '__ev64_opaque__' pointer,85269,"Previously, VectorCAST/RSP incorrectly gave the error ""__ev64_s32__ is incompatible with parameter of type __ev64_opaque__ *"" for Diab code where '__ev64_s32__' was passed to a function taking an '__ev64_opaque__' pointer. This problem has been resolved in VectorCAST version 2022 SP8.",Correction in newer version (release notes),No Risk. This is a parse error easily detected.,No Risk,
k a,Properly handle private constant pointers in Ada unit test environments,92496,Previous versions of VectorCAST/Ada would generate invalid harness code for private constant pointers. This was most commonly seen with the xmlada library. This problem is fixed in VectorCAST version 2022 SP8.,Correction in newer version (release notes),No Risk. This bug causes invalid harness code which would result in a compile error easily detected and would block the build.,No Risk,
k a,Stub fails to handle parameters of type pointer to member function,95308,"Previously, VectorCAST/C++ did not properly generate stubs where a parameter type was a pointer to member function. The incorrect stub would fail to handle test-specified inputs or expected values for that parameter. This problem has been fixed in VectorCAST version 2022 SP8.",Correction in newer version (release notes),Potential Risk. This bug could lead to incorrect stub behavior. A test might not properly exercise the function being tested if the stub does not handle the parameter correctly. This is a subtle failure that could compromise test integrity. A problem solving process has been initiated to investigate the impact of these problems/bugs on medical devices already developed with the software tool.,Risk exists,
k a,Compile error in generic stub with parameter pack template argument,96622,"Previously, VectorCAST/C++ generated incorrect SBF code for overloaded template functions with parameter pack template parameters, causing compile errors due to incorrect argument deduction. This issue has been fixed in VectorCAST version 2022 SP8.",Correction in newer version (release notes),No Risk. This is a compile error easily detected and would block the build.,No Risk,
k a,"Constructor initialization not complete for arrays, enums, and bools when using C++ 98/03",96859,"Previously, when an environment's compiler was configured for C++98, VectorCAST/C++ could not correctly stub constructors of classes that contained fields of other classes, that in turn contained const arrays, const bools, or const enums and did not have a user-defined constructor. This stubbing problem led to a compile error in the test harness, which has been fixed in VectorCAST version 2022 SP8.",Correction in newer version (release notes),No Risk. This bug causes a compile error which is easily detected and would block the build.,No Risk,
k a,Harness link error when SBF for templates helper struct named differently due to differences in template body,98531,"In previous versions of VectorCAST/C++ , templates instrumented for SBF stubbing could result in a link error when the template was used in multiple units and the preprocessor generated differing amounts of non-code lines in the template body. This problem is fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a linker error easily detected.,No Risk,
k a,SBF Code inserted before label causes compilation error,99186,"Previously, VectorCAST/C++ generated harness code that would not compile when labels were declared in the body of an SBF function. This has been fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would block the build.,No Risk,
k a,Harness compile error because stubbed variable in namespace needs global scope qualifier before type,99272,"Previously, VectorCAST/C++ generated incorrect stub code for undefined externs that were declared using a namespace alias from a different scope, causing compile errors. This issue has been fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would block the build.,No Risk,
k a,Coverage instrumentation inserted incorrectly with __FILE__ macro used and VCAST_USE_VCPP enabled,99530,"In previous versions of VectorCAST/C++, coverage instrumentation could be inserted incorrectly when the environment's source code utilized the __FILE__ macro and the Compiler option ""Use VectorCAST co-preprocessor"" (VCAST_USE_VCPP) was set to True, resulting in a compile error in the instrumented test harness. This problem is fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would block the build.,No Risk,
k a,Ada harness error for types of not null access xxx'class,100062,"In previous versions of VectorCAST/Ada, a type that is an access to a 'class type would not be correctly handled if it was declared as ""not null"", leading to invalid code in the test harness that triggered compiler warnings or errors, or potential harness runtime errors during test execution. This problem is fixed in VectorCAST version 2024 SP1.",Correction in newer version (release notes),No Risk. This is a compile error which is easily detected and would block the build.,No Risk,
